feature name,raster name,raster group,band description,year,period,feature_area_ha,valid_pixel_area_ha,min,max,std,mean,p1,p5,p10,p25,p75,p90,p95,p99
Siana Dispersal Area - More Space 4 Wildlife,gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,64548.62886,48982.58382,1,2,0.283911177,1.088424437,1,1,1,1,1,1,2,2
OTTO - Support to Nasaru Conservancy,gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,69697.25079,52425.99394,1,4,1.256777387,1.6996997,1,1,1,1,1,4,4,4
Land for Life,gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,886805.3359,694965.0559,1,4,0.584703444,1.180901676,1,1,1,1,1,2,2,4
Pachyderm,gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,807810.2672,758298.7213,1,4,0.481085617,1.900859836,1,1,1,2,2,2,2,4
MRC/MWCP,gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,428082.6303,321366.199,1,4,0.863216744,3.575594217,1,1,2,4,4,4,4,4
Harmony in Habitat (HIH) - Tsavo,gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,660185.7824,650744.0479,1,4,0.640815701,1.501630632,1,1,1,1,2,2,2,4
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,308640.3885,268180.5018,1,4,1.094675813,1.493544601,1,1,1,1,1,4,4,4
Harmony in Habitat (HIH) - Mau,gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,168550.7956,74519.87102,2,4,0.856897534,3.38794926,2,2,2,3,4,4,4,4
BMZ II (TZ),gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,254278.8993,206244.3911,1,4,1.0778467,2.53069005,1,1,1,2,4,4,4,4
REDAA,gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,99249.12992,98826.38047,1,3,0.079745121,1.003184713,1,1,1,1,1,1,1,1
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,96800.3271,67604.41737,0,73,6.032621823,10.09312711,0,2,3,5,15,18,20,22
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,25138.82358,1369.646999,3,58,5.354919466,9.117531557,4,4,4,5,15,17,18,21
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,64548.62886,25136.35846,7,76,9.362684005,33.90360469,18,20,22,26,40,47,51,57
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,69697.25079,28093.80373,3,27,3.297199466,9.538522789,4,6,6,7,11,15,17,20
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,886805.3359,541368.6118,0,85,9.404287492,15.9576269,0,2,4,9,21,28,33,42
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,807810.2672,214058.6712,3,97,8.150994078,19.76065101,6,9,11,14,23,29,36,46
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,428082.6303,11656.21982,0,91,15.0686494,44.30500614,17,23,27,33,54,66,73,81
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,660185.7824,500419.6733,4,62,4.589894744,18.74370862,10,12,13,16,22,25,27,31
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,308640.3885,191469.1937,0,33,3.969970458,8.385348997,2,3,4,5,11,14,16,18
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,168550.7956,7663.123161,10,107,9.152031827,78.93183757,49,64,68,74,85,89,92,96
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,254278.8993,36299.053,0,111,15.52690313,28.79434349,8,11,14,18,36,54,62,73
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20210901_20211031_go_epsg.4326_v1,unknown,band_1,2021,09-01 -- 10-31,99249.12992,93500.85525,0,30,3.540698344,7.870988367,2,3,4,5,10,13,14,19
IWT and Darwin innovation project,gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,96800.3271,95964.00694,0,81,12.56627516,47.5005357,12,27,32,40,56,64,67,73
FLR - Amboseli,gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,25138.82358,24453.17423,0,57,8.687825687,26.1640392,10,14,16,19,32,39,42,45
Siana Dispersal Area - More Space 4 Wildlife,gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,64548.62886,64078.13422,0,71,12.69173558,38.09777153,9,16,21,29,48,54,57,61
OTTO - Support to Nasaru Conservancy,gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,69697.25079,69570.44489,2,83,15.23575748,37.66513151,12,16,18,24,49,59,64,70
Land for Life,gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,886805.3359,838901.7978,0,88,14.38934347,46.11074144,8,21,28,36,56,63,68,76
Pachyderm,gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,807810.2672,784352.5145,0,70,10.38222026,28.0563883,7,12,16,21,35,43,47,53
MRC/MWCP,gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,428082.6303,392445.3438,0,59,8.756450799,24.62630265,6,10,13,18,31,36,38,43
Harmony in Habitat (HIH) - Tsavo,gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,660185.7824,656951.2601,0,88,12.44711413,40.13094571,14,19,23,32,48,56,61,71
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,308640.3885,307108.4195,0,85,13.73862007,46.46018989,15,21,27,37,57,63,66,73
Harmony in Habitat (HIH) - Mau,gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,168550.7956,107679.7465,0,51,10.82975093,12.26999453,0,0,1,3,20,29,33,38
BMZ II (TZ),gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,254278.8993,222091.1866,0,87,12.56774483,25.33176436,3,8,12,18,30,39,51,69
REDAA,gpw_nat.semi.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,99249.12992,98358.40677,7,86,7.83366829,57.74640581,39,44,47,53,63,68,71,74
IWT and Darwin innovation project,gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,96800.3271,83880.26405,1,4,1.048058635,1.461538462,1,1,1,1,1,4,4,4
FLR - Amboseli,gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,25138.82358,17703.62188,1,4,1.156102435,3.417777778,1,1,1,4,4,4,4,4
Siana Dispersal Area - More Space 4 Wildlife,gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,64548.62886,47013.83045,1,4,0.296950486,1.085427136,1,1,1,1,1,1,2,2
OTTO - Support to Nasaru Conservancy,gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,69697.25079,54630.08978,1,4,1.32617456,1.841498559,1,1,1,1,4,4,4,4
Land for Life,gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,886805.3359,698035.2459,1,4,0.772877292,1.279237623,1,1,1,1,1,2,4,4
Pachyderm,gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,807810.2672,687912.7631,1,4,0.608273786,1.973963686,1,1,1,2,2,2,3,4
MRC/MWCP,gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,428082.6303,273566.8158,1,4,0.790803813,3.641911341,1,2,2,4,4,4,4,4
Harmony in Habitat (HIH) - Tsavo,gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,660185.7824,647285.57,1,4,0.682882038,1.556769885,1,1,1,1,2,2,3,4
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,308640.3885,268023.1189,1,4,1.137566488,1.554022314,1,1,1,1,1,4,4,4
Harmony in Habitat (HIH) - Mau,gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,168550.7956,80112.80003,2,4,0.837911592,3.453294002,2,2,2,3,4,4,4,4
BMZ II (TZ),gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,254278.8993,206637.5371,1,4,1.110643119,2.698249619,1,1,1,2,4,4,4,4
REDAA,gpw_livestock.systems_grassland.cropland.rules_c_1km_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,99249.12992,98669.01362,1,4,0.206629884,1.019138756,1,1,1,1,1,1,1,1
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,96800.3271,70647.62126,0,60,6.573082792,11.26708137,1,2,4,6,17,20,22,27
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,25138.82358,1632.281134,3,48,5.887497553,10.89667184,4,4,5,6,17,19,20,21
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,64548.62886,30493.05787,17,76,7.442464427,35.59888879,23,25,27,30,40,46,50,56
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,69697.25079,31071.23541,2,29,3.800899305,11.59707416,5,6,7,9,14,17,19,21
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,886805.3359,569654.1396,0,92,9.903548829,16.01820147,0,2,3,8,23,29,33,43
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,807810.2672,360051.4194,5,95,8.592959685,22.97577718,9,11,14,18,26,35,41,51
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,428082.6303,12632.94174,6,88,11.79343421,43.12441333,21,25,28,34,51,58,63,73
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,660185.7824,523005.9925,0,75,5.191462119,21.69218926,12,14,15,18,25,28,31,37
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,308640.3885,199738.7552,0,43,4.255702853,10.41230988,4,5,6,7,13,16,18,22
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,168550.7956,7690.970881,25,103,9.149276591,79.22408154,49,62,68,75,85,89,92,96
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,254278.8993,44970.57449,0,120,15.20207777,28.58677972,9,13,15,19,32,54,62,76
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20080901_20081031_go_epsg.4326_v1,unknown,band_1,2008,09-01 -- 10-31,99249.12992,95113.55897,1,34,3.743594945,9.758148978,4,5,5,7,12,15,17,20
IWT and Darwin innovation project,gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,96800.3271,96798.74986,0,89,5.651870579,18.6802244,12,15,16,17,19,21,23,52
FLR - Amboseli,gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,25138.82358,25139.26557,6,103,7.611185217,20.15312223,14,15,16,17,21,24,28,62
Siana Dispersal Area - More Space 4 Wildlife,gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,64548.62886,64549.94275,12,66,4.815813735,20.97829995,14,16,17,18,22,27,31,39
OTTO - Support to Nasaru Conservancy,gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,69697.25079,69696.43917,6,64,2.412229071,18.41785346,14,15,16,17,20,21,22,25
Land for Life,gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,886805.3359,878946.3497,1,108,9.105522324,20.84123195,9,12,14,16,22,27,39,63
Pachyderm,gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,807810.2672,807400.8194,0,110,8.058112372,20.66780583,13,15,16,17,21,27,33,64
MRC/MWCP,gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,428082.6303,401870.5066,2,94,4.902778997,20.80082357,15,16,16,18,22,26,30,40
Harmony in Habitat (HIH) - Tsavo,gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,660185.7824,660186.3646,0,103,2.944960299,17.80589523,13,15,15,17,19,20,20,29
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,308640.3885,308639.8226,3,101,3.940221463,20.1804173,13,15,16,18,22,24,26,32
Harmony in Habitat (HIH) - Mau,gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,168550.7956,168540.1684,0,92,20.20039216,36.99059245,11,13,14,18,57,67,69,74
BMZ II (TZ),gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,254278.8993,252898.3502,4,113,14.79646717,25.7232883,13,14,15,17,27,51,63,72
REDAA,gpw_short.veg.height_egbt_m_30m_s_20110101_20111231_go_epsg.4326_v1,unknown,band_1,2011,01-01 -- 12-31,99249.12992,99247.7451,0,44,2.850755213,18.0052701,10,13,14,17,20,21,22,25
IWT and Darwin innovation project,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,96800.3271,84352.38561,1,100,31.21188631,80.25746269,2,8,21,65,100,100,100,100
FLR - Amboseli,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,25138.82358,17703.62188,1,100,22.09449694,36.18222222,3,5,7,16,52,64.6,67,96.52
Siana Dispersal Area - More Space 4 Wildlife,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,64548.62886,47801.3318,1,100,38.0590261,56.60461285,1,1.3,3,16,96,100,100,100
OTTO - Support to Nasaru Conservancy,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,69697.25079,55023.67832,1,100,41.0657702,56.93276109,1,1,2,11,100,100,100,100
Land for Life,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,886805.3359,706773.479,1,100,37.50512965,68.21218534,1,2,6,30,100,100,100,100
Pachyderm,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,807810.2672,724755.4131,1,100,33.03556896,40.99057013,1,2,3,11,68,96,100,100
MRC/MWCP,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,428082.6303,273488.0689,1,100,21.88709437,36.58537288,1,3,7,19,53,64,69,100
Harmony in Habitat (HIH) - Tsavo,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,660185.7824,649958.0302,1,100,28.76294609,81.90422058,2,11,29.8,74,100,100,100,100
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,308640.3885,269754.331,1,100,34.55950301,74.15606768,2,5.35,13,47,100,100,100,100
Harmony in Habitat (HIH) - Mau,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,168550.7956,81530.72569,1,100,29.76925082,39.04830918,1,1,2,9,63,76,91,100
BMZ II (TZ),gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,254278.8993,209075.0423,1,100,28.43679344,30.36968785,1,1,2,7,45,78,98,100
REDAA,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20190101_20191231_go_epsg.4326_v1,unknown,band_1,2019,01-01 -- 12-31,99249.12992,98669.01362,1,100,13.39262788,95.67623604,25.59,68.65,90,99,100,100,100,100
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,96800.3271,67261.69866,0,82,17.89738593,38.40049536,0,0,11,27,53,59,62,67
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,25138.82358,1761.293044,0,70,12.86344813,19.88875316,0,4,6,11,26,38,47,59
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,64548.62886,27910.45415,0,81,8.488823832,49.22867047,28,35,38,44,55,60,63,68
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,69697.25079,30165.98303,0,73,13.40377205,38.11300791,7,16,20,28,49,55,59,64
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,886805.3359,567106.574,0,88,16.61125844,34.52826655,0,6,11,22,47,56,60,68
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,807810.2672,303475.3573,0,85,13.72185941,32.29062605,10,15,17,22,42,53,58,65
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,428082.6303,15821.49546,0,88,13.21047906,42.36816242,6,20,26,34,52,59,63,70
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,660185.7824,531276.1341,0,77,10.04902398,23.35461158,10,12,14,16,28,38,44,56
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,308640.3885,198992.957,0,83,18.15392143,33.21746523,0,5,10,19,47,59,65,72
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,168550.7956,8512.478608,0,92,11.04340266,63.37243349,23,44,51,58,71,76,78,83
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,254278.8993,39014.97436,0,83,21.96056749,32.46022437,0,0,0,15,51,62,67,73
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20180501_20180630_go_epsg.4326_v1,unknown,band_1,2018,05-01 -- 06-30,99249.12992,94367.29546,0,77,13.78020533,27.20574752,0,6,10,17,36,46,52,60
IWT and Darwin innovation project,gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,96800.3271,95964.00694,0,42,4.392241207,17.49969652,7,11,13,15,20,23,25,31
FLR - Amboseli,gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,25138.82358,24453.17423,0,41,4.157012852,17.91450819,3,11,13,16,20,23,24,27
Siana Dispersal Area - More Space 4 Wildlife,gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,64548.62886,64078.13422,0,51,5.467991114,19.39362448,3,10,13,16,23,26,28,32
OTTO - Support to Nasaru Conservancy,gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,69697.25079,69570.44489,1,42,4.181783643,17.52036389,9,11,12,15,20,23,25,29
Land for Life,gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,886805.3359,838901.7978,0,62,6.96961271,16.91261582,4,7,8,12,21,26,29,35
Pachyderm,gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,807810.2672,784352.5145,0,66,8.400750924,29.17364931,6,15,19,24,35,39,42,48
MRC/MWCP,gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,428082.6303,392445.3438,0,52,5.93321292,20.46356924,5,10,13,17,24,28,30,34
Harmony in Habitat (HIH) - Tsavo,gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,660185.7824,656951.2601,0,67,8.461265131,33.52319663,14,20,23,28,40,45,47,51
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,308640.3885,307108.4195,0,39,4.742971003,16.38276967,6,9,10,13,20,22,24,28
Harmony in Habitat (HIH) - Mau,gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,168550.7956,107679.7465,0,71,10.75929697,16.11252588,0,1,2,8,23,31,35,45
BMZ II (TZ),gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,254278.8993,222091.1866,0,62,9.826932741,20.36271267,1,4,7,13,27,33,37,44
REDAA,gpw_cultiv.grassland_rf.savgol_p_30m_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,99249.12992,98358.40677,3,39,4.282552566,18.48492445,10,12,13,15,21,24,26,30
